raw,text,label
"Subject: Exclusive Job Opportunity - Apply Now! Dear Applicant, We have an exclusive offer for a job position with XYZ Services. There’s no need for an interview; you can get started right away. To proceed, send a deposit fee of $200. Best, HR Team XYZ Services,1","Subject: Exclusive Job Opportunity - Apply Now! Dear Applicant, We have an exclusive offer for a job position with XYZ Services. There’s no need for an interview; you can get started right away. To proceed, send a deposit fee of $200. Best, HR Team XYZ Services",1
"Subject: Thank You for Applying to Digital Marketing Position Dear [Your Name], Thank you for your interest in the Digital Marketing position at MarketingPro. We were impressed with your experience and will contact you soon to schedule an interview. Best regards, MarketingPro HR,0","Subject: Thank You for Applying to Digital Marketing Position Dear [Your Name], Thank you for your interest in the Digital Marketing position at MarketingPro. We were impressed with your experience and will contact you soon to schedule an interview. Best regards, MarketingPro HR",0
"Subject: Limited Job Opportunities Available! Dear Applicant, We are offering a limited number of job placements for the Marketing Assistant role. Secure your spot by sending a registration fee of $50 via PayPal. Don't miss out! Regards, HR JobPlacement LLC,1","Subject: Limited Job Opportunities Available! Dear Applicant, We are offering a limited number of job placements for the Marketing Assistant role. Secure your spot by sending a registration fee of $50 via PayPal. Don't miss out! Regards, HR JobPlacement LLC",1
"Subject: Job Offer for Software Engineer at BrightTech Dear [Your Name], We are excited to offer you the Software Engineer position at BrightTech. Please confirm your availability to start in the next two weeks. Best regards, Recruitment Team BrightTech,0","Subject: Job Offer for Software Engineer at BrightTech Dear [Your Name], We are excited to offer you the Software Engineer position at BrightTech. Please confirm your availability to start in the next two weeks. Best regards, Recruitment Team BrightTech",0
"Subject: Urgent: Immediate Job Opportunity Dear Applicant, We have an urgent job placement available that requires a small fee for the training materials. Please confirm your payment of $100 to secure your job offer! Sincerely, HR QuickJobs Inc.,1","Subject: Urgent: Immediate Job Opportunity Dear Applicant, We have an urgent job placement available that requires a small fee for the training materials. Please confirm your payment of $100 to secure your job offer! Sincerely, HR QuickJobs Inc.",1
"Subject: Interview for Senior Software Engineer Position Dear [Your Name], We have reviewed your application for the Senior Software Engineer position at CodeMasters and would like to invite you to an interview. Please let us know your availability. Best regards, Tech Hiring Team CodeMasters,0","Subject: Interview for Senior Software Engineer Position Dear [Your Name], We have reviewed your application for the Senior Software Engineer position at CodeMasters and would like to invite you to an interview. Please let us know your availability. Best regards, Tech Hiring Team CodeMasters",0
"Subject: Job Offer for Sales Manager at SalesPros Dear [Your Name], We are excited to offer you a position as a Sales Manager at SalesPros. Please find your offer details in the attached document. Best, HR Team SalesPros,0","Subject: Job Offer for Sales Manager at SalesPros Dear [Your Name], We are excited to offer you a position as a Sales Manager at SalesPros. Please find your offer details in the attached document. Best, HR Team SalesPros",0
"Subject: Final Job Offer from WebInnovations Dear [Your Name], We are pleased to offer you the role of Web Developer at WebInnovations. Please confirm your acceptance and preferred start date. Regards, HR WebInnovations,0","Subject: Final Job Offer from WebInnovations Dear [Your Name], We are pleased to offer you the role of Web Developer at WebInnovations. Please confirm your acceptance and preferred start date. Regards, HR WebInnovations",0
"Subject: Work-From-Home Jobs Available Dear Applicant, We are offering work-from-home job opportunities in various positions. All you need to do is send a $50 registration fee. Secure your job now! Best regards, HR JobForce,1","Subject: Work-From-Home Jobs Available Dear Applicant, We are offering work-from-home job opportunities in various positions. All you need to do is send a $50 registration fee. Secure your job now! Best regards, HR JobForce",1
"Subject: Your Interview for Marketing Coordinator at BrandVision Dear [Your Name], Thank you for your application to the Marketing Coordinator role. We would love to invite you to interview with our team. Please let us know your availability for the next week. Best regards, BrandVision HR,0","Subject: Your Interview for Marketing Coordinator at BrandVision Dear [Your Name], Thank you for your application to the Marketing Coordinator role. We would love to invite you to interview with our team. Please let us know your availability for the next week. Best regards, BrandVision HR",0
"Subject: Congratulations! Your Job Offer is Ready Dear Applicant, We are thrilled to extend an offer for you to join our team as an Admin Assistant. To finalize your offer, please send $50 via PayPal for administrative processing. Best, HR Team JobForce,1","Subject: Congratulations! Your Job Offer is Ready Dear Applicant, We are thrilled to extend an offer for you to join our team as an Admin Assistant. To finalize your offer, please send $50 via PayPal for administrative processing. Best, HR Team JobForce",1
"Subject: Your Interview Invitation - HR Manager Position Dear [Your Name], We were impressed with your application and would like to invite you for an interview for the HR Manager position. Please reply with a time that works for you. Best regards, HR PeopleFirst Inc.,0","Subject: Your Interview Invitation - HR Manager Position Dear [Your Name], We were impressed with your application and would like to invite you for an interview for the HR Manager position. Please reply with a time that works for you. Best regards, HR PeopleFirst Inc.",0
"Subject: Urgent Job Opportunity - Apply Today! Dear Applicant, This is an urgent notification that we are offering immediate job placements. Simply send a small processing fee and secure your role with our company. Don't delay! Best, Hiring Team CareerSuccess,1","Subject: Urgent Job Opportunity - Apply Today! Dear Applicant, This is an urgent notification that we are offering immediate job placements. Simply send a small processing fee and secure your role with our company. Don't delay! Best, Hiring Team CareerSuccess",1
"Subject: Interview for Front-End Developer Role Dear [Your Name], Thank you for your application to the Front-End Developer role at WebSolutions. We are excited to discuss the position with you. Please let us know your availability. Best regards, Recruitment Team WebSolutions,0","Subject: Interview for Front-End Developer Role Dear [Your Name], Thank you for your application to the Front-End Developer role at WebSolutions. We are excited to discuss the position with you. Please let us know your availability. Best regards, Recruitment Team WebSolutions",0
"Subject: Exclusive Offer - Start Immediately! Dear Applicant, We are offering exclusive job opportunities in various fields. Please send a $200 fee for training materials to secure your position now! Regards, CareerSupport,1","Subject: Exclusive Offer - Start Immediately! Dear Applicant, We are offering exclusive job opportunities in various fields. Please send a $200 fee for training materials to secure your position now! Regards, CareerSupport",1
"Subject: Invitation to Interview for IT Support Specialist Dear [Your Name], We are pleased to invite you to an interview for the IT Support Specialist position at TechBridge. We believe your qualifications align with what we’re looking for. Please respond with your availability. Best regards, TechBridge HR,0","Subject: Invitation to Interview for IT Support Specialist Dear [Your Name], We are pleased to invite you to an interview for the IT Support Specialist position at TechBridge. We believe your qualifications align with what we’re looking for. Please respond with your availability. Best regards, TechBridge HR",0
"Subject: Final Job Offer - Project Manager Position Dear [Your Name], We are pleased to offer you the role of Project Manager at ProjectCo. Please confirm your acceptance as soon as possible to finalize the details. Best, HR Team ProjectCo,0","Subject: Final Job Offer - Project Manager Position Dear [Your Name], We are pleased to offer you the role of Project Manager at ProjectCo. Please confirm your acceptance as soon as possible to finalize the details. Best, HR Team ProjectCo",0
"Subject: Job Opportunity in Data Entry - Immediate Start Dear Applicant, We have a data entry position available and we are looking for quick applicants. There’s no interview required. Pay a $50 registration fee to secure the role. Regards, Job Placement Team,1","Subject: Job Opportunity in Data Entry - Immediate Start Dear Applicant, We have a data entry position available and we are looking for quick applicants. There’s no interview required. Pay a $50 registration fee to secure the role. Regards, Job Placement Team",1
"Subject: Interview for Marketing Analyst Role Dear [Your Name], Thank you for applying for the Marketing Analyst position. We would love to schedule an interview with you. Please let us know your availability. Best, Recruitment Team Marketing Pros,0","Subject: Interview for Marketing Analyst Role Dear [Your Name], Thank you for applying for the Marketing Analyst position. We would love to schedule an interview with you. Please let us know your availability. Best, Recruitment Team Marketing Pros",0
"Subject: Exclusive Offer: Work From Home Job Dear Applicant, We are offering you an immediate work-from-home job. To secure this offer, you must pay an administrative fee of $75. Don’t miss this opportunity! Regards, Career Support Team,1","Subject: Exclusive Offer: Work From Home Job Dear Applicant, We are offering you an immediate work-from-home job. To secure this offer, you must pay an administrative fee of $75. Don’t miss this opportunity! Regards, Career Support Team",1
"Subject: Job Application Update - Data Analyst Dear [Your Name], We have reviewed your application for the Data Analyst position at DataVision. We’d like to invite you to an interview. Please respond with your availability. Best regards, HR Team DataVision,0","Subject: Job Application Update - Data Analyst Dear [Your Name], We have reviewed your application for the Data Analyst position at DataVision. We’d like to invite you to an interview. Please respond with your availability. Best regards, HR Team DataVision",0
"Subject: Urgent: Payment Required for Job Confirmation Dear Applicant, Congratulations! You’ve been selected for an immediate job placement. Please confirm your role by sending a $100 processing fee via PayPal. This offer is limited! Best regards, HR Team,1","Subject: Urgent: Payment Required for Job Confirmation Dear Applicant, Congratulations! You’ve been selected for an immediate job placement. Please confirm your role by sending a $100 processing fee via PayPal. This offer is limited! Best regards, HR Team",1
"Subject: Job Offer for Front-End Developer at WebCo Dear [Your Name], We are excited to offer you the role of Front-End Developer at WebCo. Please confirm your availability to start the onboarding process. Best regards, Hiring Manager WebCo,0","Subject: Job Offer for Front-End Developer at WebCo Dear [Your Name], We are excited to offer you the role of Front-End Developer at WebCo. Please confirm your availability to start the onboarding process. Best regards, Hiring Manager WebCo",0
"Subject: Limited Time Job Offer – Apply Now! Dear Applicant, We are offering limited positions for data entry roles. Secure your spot by paying a small registration fee. Don’t miss out! Best, HR Team JobHunt,1","Subject: Limited Time Job Offer – Apply Now! Dear Applicant, We are offering limited positions for data entry roles. Secure your spot by paying a small registration fee. Don’t miss out! Best, HR Team JobHunt",1
"Subject: Marketing Director Position – Interview Invitation Dear [Your Name], We are pleased to invite you to interview for the Marketing Director position at MarketWorks. Let us know when you’re available to schedule the interview. Best, HR MarketWorks,0","Subject: Marketing Director Position – Interview Invitation Dear [Your Name], We are pleased to invite you to interview for the Marketing Director position at MarketWorks. Let us know when you’re available to schedule the interview. Best, HR MarketWorks",0
"Subject: Work-from-Home Job Offer – Secure Your Spot Dear Applicant, We have an exciting work-from-home opportunity waiting for you. Simply pay a registration fee of $50 and get started today! Sincerely, HR Team HomeJobRecruit,1","Subject: Work-from-Home Job Offer – Secure Your Spot Dear Applicant, We have an exciting work-from-home opportunity waiting for you. Simply pay a registration fee of $50 and get started today! Sincerely, HR Team HomeJobRecruit",1
"Subject: Senior Project Manager Role at ProjectWorks Dear [Your Name], After reviewing your resume, we’re happy to offer you the Senior Project Manager role at ProjectWorks. Please confirm your start date. Best regards, HR Team ProjectWorks,0","Subject: Senior Project Manager Role at ProjectWorks Dear [Your Name], After reviewing your resume, we’re happy to offer you the Senior Project Manager role at ProjectWorks. Please confirm your start date. Best regards, HR Team ProjectWorks",0
"Subject: Job Offer – Data Scientist at DataPros Dear [Your Name], We are excited to extend an offer for you to join DataPros as a Data Scientist. Please reply to confirm your acceptance and availability. Best regards, HR Team DataPros,0","Subject: Job Offer – Data Scientist at DataPros Dear [Your Name], We are excited to extend an offer for you to join DataPros as a Data Scientist. Please reply to confirm your acceptance and availability. Best regards, HR Team DataPros",0
"Subject: Job Opportunity – Apply Now! Dear Applicant, We are offering an urgent job opportunity for a remote position. Pay a small $100 fee to secure your job. Apply now before it’s too late! Regards, HR Team QuickHire,1","Subject: Job Opportunity – Apply Now! Dear Applicant, We are offering an urgent job opportunity for a remote position. Pay a small $100 fee to secure your job. Apply now before it’s too late! Regards, HR Team QuickHire",1
"Subject: Senior Software Engineer Interview Invitation Dear [Your Name], We are impressed by your background and would like to invite you for an interview for the Senior Software Engineer position at TechForward. Please let us know when you are available. Best regards, Hiring Team TechForward,0","Subject: Senior Software Engineer Interview Invitation Dear [Your Name], We are impressed by your background and would like to invite you for an interview for the Senior Software Engineer position at TechForward. Please let us know when you are available. Best regards, Hiring Team TechForward",0
"Subject: Your Application for Junior Developer – Next Steps Dear [Your Name], Thank you for applying to the Junior Developer role at DevMasters. We will review your application and contact you with next steps. Best regards, HR Team DevMasters,0","Subject: Your Application for Junior Developer – Next Steps Dear [Your Name], Thank you for applying to the Junior Developer role at DevMasters. We will review your application and contact you with next steps. Best regards, HR Team DevMasters",0
"Subject: Urgent Payment Required for Job Placement Dear Applicant, We have a limited-time offer for a remote data entry role. Pay a fee of $50 now to confirm your placement and start working right away! Best regards, HR Team RemoteJobs,1","Subject: Urgent Payment Required for Job Placement Dear Applicant, We have a limited-time offer for a remote data entry role. Pay a fee of $50 now to confirm your placement and start working right away! Best regards, HR Team RemoteJobs",1
"Subject: Job Offer – Marketing Specialist at BrandWorks Dear [Your Name], We are pleased to offer you the position of Marketing Specialist at BrandWorks. Please reply with your availability to finalize the offer. Best, HR Team BrandWorks,0","Subject: Job Offer – Marketing Specialist at BrandWorks Dear [Your Name], We are pleased to offer you the position of Marketing Specialist at BrandWorks. Please reply with your availability to finalize the offer. Best, HR Team BrandWorks",0
"Subject: Job Opportunity - No Experience Required Dear Applicant, Congratulations! We are offering an entry-level position for which no experience is needed. To proceed, send a $50 registration fee. Regards, JobPlacement,1","Subject: Job Opportunity - No Experience Required Dear Applicant, Congratulations! We are offering an entry-level position for which no experience is needed. To proceed, send a $50 registration fee. Regards, JobPlacement",1
"Subject: Final Confirmation of Your Application Dear [Your Name], We’ve reviewed your resume for the Business Analyst role and would like to confirm your interview. Please reply with a time that works for you. Best regards, Hiring Team BizAnalyst,0","Subject: Final Confirmation of Your Application Dear [Your Name], We’ve reviewed your resume for the Business Analyst role and would like to confirm your interview. Please reply with a time that works for you. Best regards, Hiring Team BizAnalyst",0
"Subject: Work-from-Home Role – Immediate Start Dear Applicant, We have a work-from-home opportunity for which you can start immediately. To confirm your role, send a $75 registration fee. Sincerely, Job Recruitment Team RemoteWorkForce,1","Subject: Work-from-Home Role – Immediate Start Dear Applicant, We have a work-from-home opportunity for which you can start immediately. To confirm your role, send a $75 registration fee. Sincerely, Job Recruitment Team RemoteWorkForce",1
"Subject: Senior Data Analyst Interview Invitation Dear [Your Name], We are impressed with your qualifications and would like to schedule an interview for the Senior Data Analyst position. Please provide your availability. Best regards, Recruitment Team DataExperts,0","Subject: Senior Data Analyst Interview Invitation Dear [Your Name], We are impressed with your qualifications and would like to schedule an interview for the Senior Data Analyst position. Please provide your availability. Best regards, Recruitment Team DataExperts",0
"Subject: Urgent Job Placement – Pay Now to Secure Your Spot Dear Applicant, We are offering immediate placement in an administrative role. Pay a $50 fee to secure your job today. Regards, HR Team FastJobs,1","Subject: Urgent Job Placement – Pay Now to Secure Your Spot Dear Applicant, We are offering immediate placement in an administrative role. Pay a $50 fee to secure your job today. Regards, HR Team FastJobs",1
"Subject: Job Offer – Product Manager at ProductTech Dear [Your Name], We are excited to offer you the Product Manager role at ProductTech. Please confirm your acceptance and we will send you the offer details. Best regards, ProductTech HR,0","Subject: Job Offer – Product Manager at ProductTech Dear [Your Name], We are excited to offer you the Product Manager role at ProductTech. Please confirm your acceptance and we will send you the offer details. Best regards, ProductTech HR",0
"Subject: Job Offer – Customer Support Representative Dear [Your Name], We are pleased to offer you the position of Customer Support Representative at SupportCorp. Please confirm your start date and we'll provide the onboarding instructions. Best regards, HR Team SupportCorp,0","Subject: Job Offer – Customer Support Representative Dear [Your Name], We are pleased to offer you the position of Customer Support Representative at SupportCorp. Please confirm your start date and we'll provide the onboarding instructions. Best regards, HR Team SupportCorp",0
"Subject: Urgent Job Opening – Apply Today! Dear Applicant, We are offering a new remote job placement. Pay a $50 fee to get started immediately and join the team. Regards, Recruitment Team JobFinders,1","Subject: Urgent Job Opening – Apply Today! Dear Applicant, We are offering a new remote job placement. Pay a $50 fee to get started immediately and join the team. Regards, Recruitment Team JobFinders",1
"Subject: Job Interview Invitation – Graphic Designer Dear [Your Name], We are pleased to invite you to interview for the Graphic Designer position at DesignWorks. Let us know your availability to schedule the interview. Best regards, HR Team DesignWorks,0","Subject: Job Interview Invitation – Graphic Designer Dear [Your Name], We are pleased to invite you to interview for the Graphic Designer position at DesignWorks. Let us know your availability to schedule the interview. Best regards, HR Team DesignWorks",0
"Subject: Immediate Placement – Administrative Assistant Dear Applicant, We have an urgent administrative assistant job opening available. Secure your position by paying a registration fee of $75. Act fast! Best regards, JobPlacement Team,1","Subject: Immediate Placement – Administrative Assistant Dear Applicant, We have an urgent administrative assistant job opening available. Secure your position by paying a registration fee of $75. Act fast! Best regards, JobPlacement Team",1
"Subject: Interview Invitation – Full Stack Developer Dear [Your Name], We were impressed with your application and would like to invite you for an interview for the Full Stack Developer role at DevSystems. Please let us know a convenient time for you. Best, HR Team DevSystems,0","Subject: Interview Invitation – Full Stack Developer Dear [Your Name], We were impressed with your application and would like to invite you for an interview for the Full Stack Developer role at DevSystems. Please let us know a convenient time for you. Best, HR Team DevSystems",0
"Subject: Quick Job Placement – Apply Now! Dear Applicant, We are offering immediate job placements in various fields. To confirm your role, pay a processing fee of $100. Best regards, CareerBoost,1","Subject: Quick Job Placement – Apply Now! Dear Applicant, We are offering immediate job placements in various fields. To confirm your role, pay a processing fee of $100. Best regards, CareerBoost",1
"Subject: Interview Request for Senior Developer Position Dear [Your Name], We’ve reviewed your application and would like to schedule an interview for the Senior Developer position. Let us know your availability. Best, HR DevSolutions,0","Subject: Interview Request for Senior Developer Position Dear [Your Name], We’ve reviewed your application and would like to schedule an interview for the Senior Developer position. Let us know your availability. Best, HR DevSolutions",0
"Subject: Data Entry Job – Immediate Start Dear Applicant, We have a data entry job ready for you. To secure your position, please send a processing fee of $50. Sincerely, HR Team DataJobs,1","Subject: Data Entry Job – Immediate Start Dear Applicant, We have a data entry job ready for you. To secure your position, please send a processing fee of $50. Sincerely, HR Team DataJobs",1
"Subject: Interview for UX Designer Role Dear [Your Name], We are excited to invite you for an interview for the UX Designer position at UXTech. Please respond with your availability. Best regards, Recruitment Team UXTech,0","Subject: Interview for UX Designer Role Dear [Your Name], We are excited to invite you for an interview for the UX Designer position at UXTech. Please respond with your availability. Best regards, Recruitment Team UXTech",0
"Subject: Limited Time Job Offer – Apply Today! Dear Applicant, We have a limited-time offer for a remote position. To secure your job, pay a $60 registration fee. Best, CareerTeam JobOpportunities,1","Subject: Limited Time Job Offer – Apply Today! Dear Applicant, We have a limited-time offer for a remote position. To secure your job, pay a $60 registration fee. Best, CareerTeam JobOpportunities",1
"Subject: Invitation for Interview – Marketing Specialist Dear [Your Name], Thank you for applying for the Marketing Specialist position at MarketSolutions. We would love to discuss the role with you. Please provide your availability. Best regards, HR Team MarketSolutions,0","Subject: Invitation for Interview – Marketing Specialist Dear [Your Name], Thank you for applying for the Marketing Specialist position at MarketSolutions. We would love to discuss the role with you. Please provide your availability. Best regards, HR Team MarketSolutions",0
"Subject: Data Entry Job Opportunity Dear Applicant, We are offering an immediate data entry position. To proceed, pay a small fee to confirm your placement. Best, HR Team DataEntryJobs,1","Subject: Data Entry Job Opportunity Dear Applicant, We are offering an immediate data entry position. To proceed, pay a small fee to confirm your placement. Best, HR Team DataEntryJobs",1
"Subject: Interview for Senior Software Engineer Dear [Your Name], We are pleased to invite you to an interview for the Senior Software Engineer position at SoftTech. Please reply with a convenient time for the interview. Best regards, Recruitment Team SoftTech,0","Subject: Interview for Senior Software Engineer Dear [Your Name], We are pleased to invite you to an interview for the Senior Software Engineer position at SoftTech. Please reply with a convenient time for the interview. Best regards, Recruitment Team SoftTech",0
"Subject: Immediate Job Offer – Apply Now! Dear Applicant, We are offering immediate job placements in various positions. Pay a $150 registration fee to secure your role. Best, Recruitment Team QuickCareer,1","Subject: Immediate Job Offer – Apply Now! Dear Applicant, We are offering immediate job placements in various positions. Pay a $150 registration fee to secure your role. Best, Recruitment Team QuickCareer",1
"Subject: Interview Request – Financial Analyst Dear [Your Name], We have reviewed your application for the Financial Analyst role and would like to schedule an interview with you. Let us know your availability. Best regards, Hiring Team FinTech Solutions,0","Subject: Interview Request – Financial Analyst Dear [Your Name], We have reviewed your application for the Financial Analyst role and would like to schedule an interview with you. Let us know your availability. Best regards, Hiring Team FinTech Solutions",0
"Subject: Job Opportunity – Work From Home Dear Applicant, We have an exciting work-from-home position for you. Pay a $75 fee to confirm your role and get started immediately! Sincerely, HR Team WorkFromHomeJobs,1","Subject: Job Opportunity – Work From Home Dear Applicant, We have an exciting work-from-home position for you. Pay a $75 fee to confirm your role and get started immediately! Sincerely, HR Team WorkFromHomeJobs",1
"Subject: Job Offer – HR Specialist Position Dear [Your Name], We are excited to offer you the HR Specialist role at PeopleFirst. Please reply to confirm your acceptance and availability. Best regards, HR Team PeopleFirst,0","Subject: Job Offer – HR Specialist Position Dear [Your Name], We are excited to offer you the HR Specialist role at PeopleFirst. Please reply to confirm your acceptance and availability. Best regards, HR Team PeopleFirst",0
"Subject: Apply Now for Data Entry Role Dear Applicant, We are urgently looking for candidates for a data entry role. Confirm your placement by sending a small processing fee. Regards, Job Placement Team DataCareer,1","Subject: Apply Now for Data Entry Role Dear Applicant, We are urgently looking for candidates for a data entry role. Confirm your placement by sending a small processing fee. Regards, Job Placement Team DataCareer",1
"Subject: Interview for Marketing Manager Role Dear [Your Name], We would like to invite you to an interview for the Marketing Manager position at MarketGenius. Please provide your availability. Best regards, HR Team MarketGenius,0","Subject: Interview for Marketing Manager Role Dear [Your Name], We would like to invite you to an interview for the Marketing Manager position at MarketGenius. Please provide your availability. Best regards, HR Team MarketGenius",0
"Subject: Urgent Job Placement – Secure Your Spot Dear Applicant, This is your opportunity to secure an urgent job placement in data entry. Pay a small $50 fee to confirm your placement. Best regards, HR Team QuickHire,1","Subject: Urgent Job Placement – Secure Your Spot Dear Applicant, This is your opportunity to secure an urgent job placement in data entry. Pay a small $50 fee to confirm your placement. Best regards, HR Team QuickHire",1
"Subject: Immediate Job Offer – Customer Service Rep Dear [Your Name], Congratulations! We are offering you the position of Customer Service Representative at CallCenterPro. Please confirm your acceptance to proceed. Best regards, HR Team CallCenterPro,0","Subject: Immediate Job Offer – Customer Service Rep Dear [Your Name], Congratulations! We are offering you the position of Customer Service Representative at CallCenterPro. Please confirm your acceptance to proceed. Best regards, HR Team CallCenterPro",0
"Subject: Your Job Application – Next Steps Dear [Your Name], We’ve reviewed your application for the Software Engineer role and would like to invite you to interview. Please reply with your availability. Best regards, Hiring Team TechMasters,0","Subject: Your Job Application – Next Steps Dear [Your Name], We’ve reviewed your application for the Software Engineer role and would like to invite you to interview. Please reply with your availability. Best regards, Hiring Team TechMasters",0
"Subject: Job Opportunity – Remote Data Entry Dear Applicant, We have an immediate opening for a remote data entry job. Pay a registration fee of $50 to get started now. Best regards, HR Team RemoteJobs,1","Subject: Job Opportunity – Remote Data Entry Dear Applicant, We have an immediate opening for a remote data entry job. Pay a registration fee of $50 to get started now. Best regards, HR Team RemoteJobs",1
"Subject: Interview Invitation for Software Developer Role Dear [Your Name], We are impressed by your resume and would like to invite you for an interview for the Software Developer position at CodeTech. Please let us know when you are available. Best regards, Recruitment Team CodeTech,0","Subject: Interview Invitation for Software Developer Role Dear [Your Name], We are impressed by your resume and would like to invite you for an interview for the Software Developer position at CodeTech. Please let us know when you are available. Best regards, Recruitment Team CodeTech",0
"Subject: Urgent Job Placement – Limited Offer Dear Applicant, We are offering limited job placements in various positions. Pay a $75 fee to confirm your placement today. Best regards, HR Team FastJobs,1","Subject: Urgent Job Placement – Limited Offer Dear Applicant, We are offering limited job placements in various positions. Pay a $75 fee to confirm your placement today. Best regards, HR Team FastJobs",1
